Key,Id,French(fr)
"Dialogs_Story4_Sarah_AfterSofaKiss_4_AfterSlp_1_Player",63077105751,"""Je ne supporte plus ces pensées… Je devrais aller parler à Sarah dès que possible"""
"Dialogs_Story4_Sarah_AfterSofaKiss_5_SarahKtch_0_Player",63077105752,"Hé"
"Dialogs_Story4_Sarah_AfterSofaKiss_5_SarahKtch_1_Player",63077105753,"""Merde... elle a l'air si... fatiguée..."""
"Dialogs_Story4_Sarah_AfterThought_1_AfterKissBase_0_Sarah",63077105754,"Bonjour"
"Dialogs_Story4_Sarah_AfterThought_2_AboutLastNight_0_Player",63077105755,"Hé"
"Dialogs_Story4_Sarah_AfterThought_2_AboutLastNight_1_Player",63077105756,"Je voulais parler de ce qui s'est passé hier"
"Dialogs_Story4_Sarah_AfterThought_2_AboutLastNight_2_Sarah",63077105757,"Ouais... moi aussi"
"Dialogs_Story4_Sarah_AfterThought_2_AboutLastNight_3_Sarah",63077105758,"J'ai eu des doutes ce matin"
"Dialogs_Story4_Sarah_AfterThought_2_AboutLastNight_4_Sarah",63077105759,"..et je voulais m'excuser..."
"Dialogs_Story4_Sarah_AfterThought_2_AboutLastNight_5_Sarah",63077105760,"J'aurais dû mieux me contrôler..."
"Dialogs_Story4_Sarah_AfterThought_2_AboutLastNight_6_Sarah",63077105761,"Mon Dieu... c'est si gênant"
"Dialogs_Story4_Sarah_AfterThought_2_1DontApologize_0_Player",63077105762,"Pas besoin de t'excuser"
"Dialogs_Story4_Sarah_AfterThought_2_1DontApologize_1_Player",63077105763,"C'était de ma faute aussi. Je veux dire... je ne t'ai pas arrêté non plus"
"Dialogs_Story4_Sarah_AfterThought_2_1DontApologize_2_Sarah",63077105764,"Oui... mais ça ne rend pas la chose normale"
"Dialogs_Story4_Sarah_AfterThought_2_1DontApologize_3_Sarah",63077105765,"On était tous les deux saouls... alors..."
"Dialogs_Story4_Sarah_AfterThought_2_2ItWasAlcohol_0_Player",63077105766,"Ce n'était pas de ta faute"
"Dialogs_Story4_Sarah_AfterThought_2_2ItWasAlcohol_1_Player",63081299968,"On a tous les deux tellement bu... ne t'en veux pas"
"Dialogs_Story4_Sarah_AfterThought_2_2ItWasAlcohol_2_Sarah",63081299969,"Oui"
"Dialogs_Story4_Sarah_AfterThought_2_2ItWasAlcohol_3_Sarah",63081299970,"C'est pas une excuse"
"Dialogs_Story4_Sarah_AfterThought_3_TooMuchToDrink_0_Sarah",63081299971,"Je veux que tu saches"
"Dialogs_Story4_Sarah_AfterThought_4_DidntFeelLikeNothing_0_Player",63081299972,"Ça n'a certainement pas semblé être rien"
"Dialogs_Story4_Sarah_AfterThought_4_DidntFeelLikeNothing_1_Sarah",63081299973,"S'il te plaît, ne le dis pas..."
"Dialogs_Story4_Sarah_AfterThought_4_DidntFeelLikeNothing_2_Sarah",63081299974,"C'est mal"
"Dialogs_Story4_Sarah_AfterThought_4_DidntFeelLikeNothing_3_Sarah",63081299975,"Et c'est moi qui étais censée m'assurer que ça n'arrive jamais"
"Dialogs_Story4_Sarah_AfterThought_4_DidntFeelLikeNothing_4_Sarah",63081299976,".  .  ."
"Dialogs_Story4_Sarah_AfterThought_4_DidntFeelLikeNothing_5_Player",63081299977,".  .  ."
"Dialogs_Story4_Sarah_AfterThought_5_WhatNow_0_Player",63081299978,"Alors, et maintenant? On fait comme si ça n'était jamais arrivé… et on rend tout bizarre entre nous?"
"Dialogs_Story4_Sarah_AfterThought_5_WhatNow_1_Sarah",63081299979,"C'est exactement ce qu'on va faire"
"Dialogs_Story4_Sarah_AfterThought_5_WhatNow_2_Sarah",63081299980,"Ça ne peut pas—et ça ne va pas..."
"Dialogs_Story4_Sarah_AfterThought_5_WhatNow_3_Sarah",63081299981,"...se reproduire"
"Dialogs_Story4_Sarah_AfterThought_5_2WhatIfICant_0_Player",63081299982,"Et si je ne peux pas?"
"Dialogs_Story4_Sarah_AfterThought_5_2WhatIfICant_1_Player",63081299983,"Et si je ne peux pas faire comme si ça n'était jamais arrivé?"
"Dialogs_Story4_Sarah_AfterThought_5_2WhatIfICant_2_Sarah",63081299984,"Tu devras"
"Dialogs_Story4_Sarah_AfterThought_5_3DidYouLikeIt_0_Player",63081299985,"Tu as aimé?"
"Dialogs_Story4_Sarah_AfterThought_5_3DidYouLikeIt_1_Sarah",63081299986,"Ehhh?"
"Dialogs_Story4_Sarah_AfterThought_5_3DidYouLikeIt_2_Sarah",63081299987,".  .  ."
"Dialogs_Story4_Sarah_AfterThought_6_NowLeave_0_Player",63081299988,"Je vois... si c'est ce que tu veux"
"Dialogs_Story4_Sarah_AfterThought_6_NowLeave_1_Sarah",63081299989,"C'est ce qui doit être fait"
"Dialogs_Story4_Sarah_AfterThought_6_NowLeave_2_Sarah",63081299990,"Maintenant, excuse-moi s'il te plaît..."
"Dialogs_Story4_Sarah_AfterThought_6_NowLeave_3_Sarah",63081299991,"J'ai besoin d'être seule..."
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_FrstKtch_0_Sarah",63081299992,"Salut"
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_FrstKtch_1_Player",63081299993,"Salut... je voulais parler d'hier"
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_FrstKtch_2_Sarah",63081299994,"N'en... parlons pas"
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_FrstKtch_3_Sarah",63081299995,"Du moins pas ici... avec Benjamin dans les parages"
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_FrstKtch_4_Player",63081299996,"""Elle n'a pas beaucoup dormi… on dirait"""
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_FrstKtch_5_Player",63081299997,"""C'est à cause de notre baiser"
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_FrstKtch_6_Player",63081299998,"""Ça la blesse… toutes ces choses qui sont arrivées"""
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_FrstKtch_7_Player",63081299999,"""Peut-être que je devrais m'arrêter là?"""
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_FrstKtch_8_Player",63081300000,"""Arrêter de la blesser… et essayer d'être juste normal?"""
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_FrstKtch_9_Player",63081300001,"""Ou est-ce que c'est déjà allé trop loin?"""
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_FrstKtch_10_Player",63081300002,"""Qu'est-ce que je veux vraiment?"""
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_FrstKtch_11_Sarah",63081300003,"@{player}?"
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_FrstKtch_12_Player",63081300004,"""Je dois faire un choix maintenant..."""
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_FrstKtch_13_Player",63081300005,"""Devrais-je m'arrêter maintenant… ou continuer et tout risquer?"""
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_1Continue_0_Player",63081300006,"""Mais je ne supporte pas de la voir comme ça..."""
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_1Continue_1_Player",63081300007,"""Vivant sa vie enfermée dans une cage avec un mari qui ne l'aime pas"""
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_1Continue_2_Player",63081300008,"""Est-ce égoïste? Oui!"""
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_1Continue_3_Player",63081300009,"""Mais elle mérite mieux… et je pense… je pense que je l'aime"""
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_1Continue_4_Player",63081300010,"""Je ne peux pas laisser ce vieux sac l'avoir"""
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_2Stop_0_Player",63081300011,"""Si je choisis cette option... je ne pourrai plus sortir avec Sarah"""
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_2Stop_1_Player",63081300012,"""J'arrêterai de l'embrasser... et d'avoir toute autre relation sexuelle..."""
"Dialogs_Story4_Sarah_KitchenAftrKiss_1_2Stop_2_Player",63081300013,"""Est-ce que je veux vraiment ça?"""
"Dialogs_Story4_Sarah_KitchenAftrKiss_2_Stop_0_Player",63081300014,"""Je pense... je pense que la meilleure décision serait d'arrêter"""
"Dialogs_Story4_Sarah_KitchenAftrKiss_2_Stop_1_Player",63081300015,"""Je ne supporte pas de voir Sarah comme ça… tout est de ma faute"""
"Dialogs_Story4_Sarah_KitchenAftrKiss_2_Stop_2_Sarah",63081300016,"@{player}"
"Dialogs_Story4_Sarah_KitchenAftrKiss_3_Sorry_0_Player",63081300017,"Oui"
"Dialogs_Story4_Sarah_KitchenAftrKiss_3_Sorry_1_Player",63081300018,"Et je suis désolé..."
"Dialogs_Story4_Sarah_KitchenAftrKiss_3_Sorry_2_Player",63081300019,"Je suis désolé pour ce que j'ai fait"
"Dialogs_Story4_Sarah_KitchenAftrKiss_3_Sorry_3_Player",63081300020,"Ça ne se reproduira plus"
"Dialogs_Story4_Sarah_KitchenAftrKiss_3_Sorry_4_Sarah",63081300021,"@{player}..."
"Dialogs_Story4_Sarah_KitchenAftrKiss_3_Sorry_5_Player",63081300022,"Désolé..."
"Dialogs_Story4_Sarah_KitchenAftrKiss_3_Sorry_6_Sarah",63081300023,"Attends..."
"Dialogs_Story4_Sarah_KitchenAftrKiss_3_Sorry_7_Sarah",63081300024,"Viens me voir dans ma chambre à midi"
"Dialogs_Story4_Sarah_KitchenAftrKiss_3_Sorry_8_Player",63081300025,"Ok..."
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_OnHug_0_Sarah",63081300026,"@{player}..."
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_OnHug_1_Sarah",63081300027,"Qu'est-ce que tu fais?"
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_OnHug_2_Sarah",63081300028,"Benjamin est juste là..."
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_1IDontCare_0_Player",63081300029,"Je m'en fiche"
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_1IDontCare_1_Player",63081300030,"Je me fiche qu'il voie ou non..."
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_1IDontCare_2_Player",63081300031,"Ce qui s'est passé hier… ce n'était pas juste une erreur due à l'alcool"
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_1IDontCare_2_Sarah",63081300032,"@{player}..."
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_1IDontCare_3_Player",63081300033,"Et j'ai... j'ai aimé"
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_1IDontCare_3_Sarah",63081300034,".  .  ."
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_1IDontCare_4_Player",63081300035,"Et je sais que tu as aimé aussi..."
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_1IDontCare_5_Sarah",63081300036,"@{player}... s'il te plaît"
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_1IDontCare_6_Sarah",63081300037,"Pas maintenant..."
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_1IDontCare_7_Player",63081300038,"J'ai entendu ta conversation téléphonique avec ton amie"
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_1IDontCare_8_Sarah",63081300039,".  .  ."
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_1IDontCare_9_Sarah",63081300040,"Tu... quoi?"
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_1IDontCare_10_Player",63081300041,"J'ai entendu que tu avais aimé notre baiser..."
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_1IDontCare_11_Player",63081300042,"Je l'ai aimé aussi"
"Dialogs_Story4_Sarah_KitchenAftrKiss_4_1IDontCare_12_Sarah",63081300043,"Je vois..."
"Dialogs_Story4_Sarah_KitchenAftrKiss_5_KissEnd_0_Sarah",63081300044,"Comment en est-on arrivé là?"
"Dialogs_Story4_Sarah_KitchenAftrKiss_6_BenjInterupts_0_Benjamin",63081300045,"Sarah?"
"Dialogs_Story4_Sarah_KitchenAftrKiss_7_SarahResponds_0_Sarah",63081300046,"Qu'est-ce qui ne va pas"
"Dialogs_Story4_Sarah_KitchenAftrKiss_7_SarahResponds_1_Benjamin",63081300047,"C'était quoi ces bruits?"
"Dialogs_Story4_Sarah_KitchenAftrKiss_7_SarahResponds_2_Benjamin",63081300048,"Qu'est-ce que tu faisais?"
"Dialogs_Story4_Sarah_KitchenAftrKiss_7_SarahResponds_3_Sarah",63081300049,"Je... je suis..."
"Dialogs_Story4_Sarah_KitchenAftrKiss_7_SarahResponds_4_Sarah",63081300050,"Je déplaçais quelques objets..."
"Dialogs_Story4_Sarah_KitchenAftrKiss_7_SarahResponds_5_Sarah",63081300051,"Qu'est-ce que tu fais"
"Dialogs_Story4_Sarah_KitchenAftrKiss_7_SarahResponds_5_Player",63081300052,"""C'est quoi ce bordel... elle vient de me pousser par terre?"""
"Dialogs_Story4_Sarah_KitchenAftrKiss_7_SarahResponds_6_Benjamin",63081300053,"Qu'est-ce que tu veux dire?"
"Dialogs_Story4_Sarah_KitchenAftrKiss_7_SarahResponds_6_Player",63081300054,"""Pas possible, elle vient de me pousser..."""
"Dialogs_Story4_Sarah_KitchenAftrKiss_7_SarahResponds_7_Benjamin",63081300055,"Je regarde les infos comme toujours"
"Dialogs_Story4_Sarah_KitchenAftrKiss_8_WhatThe_0_Player",63081300056,"""Qu'est-ce que....?"""
"Dialogs_Story4_Sarah_KitchenAftrKiss_9_AreUSureFine_0_Benjamin",63081300057,"Tu es sûr que tu n'as pas besoin d'aide?"
"Dialogs_Story4_Sarah_KitchenAftrKiss_9_AreUSureFine_1_Sarah",63081300058,"<shake>NON!!!"
"Dialogs_Story4_Sarah_KitchenAftrKiss_9_AreUSureFine_2_Sarah",63081300059,"<shake>RESTE OÙ TU ES!"
"Dialogs_Story4_Sarah_KitchenAftrKiss_9_AreUSureFine_3_Sarah",63085494272,"Je... je veux dire"
"Dialogs_Story4_Sarah_KitchenAftrKiss_9_AreUSureFine_4_Sarah",63085494273,"Merci hehe"
"Dialogs_Story4_Sarah_KitchenAftrKiss_10_GetOut_0_Player",63085494274,"Sarah"
"Dialogs_Story4_Sarah_KitchenAftrKiss_10_GetOut_1_Sarah",63085494275,"Tss"
"Dialogs_Story4_Sarah_KitchenAftrKiss_10_GetOut_2_Sarah",63085494276,"Dehors!"
"Dialogs_Story4_Sarah_KitchenAftrKiss_10_GetOut_3_Player",63085494277,"Mais..."
"Dialogs_Story4_Sarah_KitchenAftrKiss_10_GetOut_4_Sarah",63085494278,"Maintenant!"
"Dialogs_Story4_Sarah_KitchenAftrKiss_12_ok_0_Player",63085494279,"""Elle est probablement très en colère..."""
"Dialogs_Story4_Sarah_KitchenAftrKiss_12_ok_1_Player",63085494280,"""Espérons pour le mieux"""
"Dialogs_Story4_Sarah_Nightmare_1_Nightmare_0_Player",63085494281,"Aghhh!"
"Dialogs_Story4_Sarah_Nightmare_1_Nightmare_1_Player",63085494282,"Merde... quel putain de rêve"
"Dialogs_Story4_Sarah_Nightmare_1_Nightmare_2_Player",63085494283,"J'ai besoin d'un verre d'eau"
"Dialogs_Story4_Sarah_Nightmare_2_LetsGetDownstairs_0_Player",63085494284,"""Allons en bas dans la cuisine…"""
"Dialogs_Story4_Sarah_Nightmare_3_Call_0_Player",63085494285,"""Qu'est-ce que c'est?"""
"Dialogs_Story4_Sarah_Nightmare_3_Call_0_Sarah",63085494286,"Ouais"
"Dialogs_Story4_Sarah_Nightmare_3_Call_1_Player",63085494287,"""Sarah ne dort pas encore?"""
"Dialogs_Story4_Sarah_Nightmare_3_Call_2_Player",63085494288,"""On dirait qu'elle parle à quelqu'un au téléphone"""
"Dialogs_Story4_Sarah_Nightmare_3_Call_3_Player",63085494289,"""Écoutons un peu"""
"Dialogs_Story4_Sarah_Nightmare_3_1BlockedCollider_0_Player",63085494290,"""N'interrompons pas l'appel de Sarah"""
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_0_Sarah",63085494291,"...mais c'est entièrement de ma faute si c'est arrivé"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_1_Sarah",63085494292,"J'aurais dû me contrôler…"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_2_Player",63085494293,"""Elle parle de notre baiser?"""
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_3_Sarah",63085494294,".  .  ."
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_4_Sarah",63085494295,"Ouais..."
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_5_Sarah",63085494296,"Peut-être que tu as raison..."
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_6_Sarah",63085494297,"Pourquoi penstu es que c'est la faute de Benjamin?"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_7_Sarah",63085494298,".  .  ."
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_8_Sarah",63085494299,"Je ne sais pas"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_9_Sarah",63085494300,"C'est juste une situation de merde..."
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_10_Sarah",63085494301,"On dirait que tout est revenu à la normale… mais quand même"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_11_Sarah",63085494302,"Qu'est-ce que tu veux dire"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_12_Sarah",63085494303,"Ann"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_13_Sarah",63085494304,".  .  ."
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_14_Sarah",63085494305,"Je veux dire... tu aurais dû le voir"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_15_Sarah",63085494306,"Il est jeune"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_16_Player",63085494307,"""Jeune et beau"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_17_Sarah",63085494308,"L'alcool... et... il"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_18_Sarah",63085494309,"M'a fait me sentir encore comme une jeune fille"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_19_Sarah",63085494310,"Cette adrénaline…"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_20_Sarah",63085494311,"faire quelque chose de si mal…"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_21_Sarah",63085494312,"Je dois l'admettre... j'ai aimé"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_22_Player",63085494313,"""Je le savais... Sarah a aussi aimé le baiser"""
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_23_Sarah",63085494314,".  .  ."
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_24_Sarah",63085494315,"Et c'est ce qui me fait peur..."
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_25_Sarah",63085494316,".  .  ."
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_26_Sarah",63085494317,"Tu dois y aller?"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_27_Sarah",63085494318,"Oui bien sûr... pas de problème"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_28_Player",63085494319,"""Merde... on dirait qu'elles sont sur le point de terminer l'appel"""
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_29_Player",63085494320,"""Devrais-je me cacher ou m'enfuir?"""
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_30_Sarah",63085494321,"Ouais... ne t'inquiète pas pour ça..."
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_31_Sarah",63085494322,"Je vais bien"
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_32_Sarah",63085494323,"Toi aussi..."
"Dialogs_Story4_Sarah_Nightmare_4_CallContinue_33_Player",63085494324,"""Non... et puis merde. Pourquoi je m'enfuirais? Je suis ici pour boire de l'eau. C'est ce que je vais faire"""
"Dialogs_Story4_Sarah_Nightmare_5_YouWereHer_0_Sarah",63085494325,"@{player}!?"
"Dialogs_Story4_Sarah_Nightmare_5_YouWereHer_1_Sarah",63085494326,"Pourquoi tu ne dors pas... encore?"
"Dialogs_Story4_Sarah_Nightmare_6_WatchMovie_0_Player",63085494327,"aaaa"
"Dialogs_Story4_Sarah_Nightmare_6_WatchMovie_1_Sarah",63085494328,"Depuis combien de temps tu es là?"
"Dialogs_Story4_Sarah_Nightmare_6_WatchMovie_2_Player",63085494329,"""Je ne peux pas lui dire la vérité..."""
"Dialogs_Story4_Sarah_Nightmare_6_WatchMovie_3_Player",63085494330,"Je viens juste de descendre, pourquoi?"
"Dialogs_Story4_Sarah_Nightmare_6_WatchMovie_4_Sarah",63085494331,"Pfiouuu... ok"
"Dialogs_Story4_Sarah_Nightmare_6_WatchMovie_5_Sarah",63085494332,"Je veux dire... ok..."
"Dialogs_Story4_Sarah_Nightmare_6_WatchMovie_6_Sarah",63085494333,"Tu n'arrives pas à dormir, hein?"
"Dialogs_Story4_Sarah_Nightmare_6_WatchMovie_7_Player",63085494334,"Ouais, en quelque sorte"
"Dialogs_Story4_Sarah_Nightmare_6_WatchMovie_8_Player",63085494335,"Je peux me joindre à toi?"
"Dialogs_Story4_Sarah_Nightmare_6_WatchMovie_9_Sarah",63085494336,".  .  ."
"Dialogs_Story4_Sarah_Nightmare_6_WatchMovie_10_Sarah",63085494337,"O.. oui"
"Dialogs_Story4_Sarah_Nightmare_6_WatchMovie_11_Sarah",63085494338,"Bien sûr"
"Dialogs_Story4_Sarah_Nightmare_7_AfterWatchMovie_0_Player",63085494339,"C'était un bon film"
"Dialogs_Story4_Sarah_Nightmare_7_AfterWatchMovie_1_Sarah",63085494340,"Oui, en effet"
"Dialogs_Story4_Sarah_Nightmare_7_AfterWatchMovie_2_Sarah",63085494341,"Je regarde généralement des films la nuit"
"Dialogs_Story4_Sarah_Nightmare_7_AfterWatchMovie_3_Sarah",63085494342,"Viens me rejoindre la prochaine fois que tu auras du mal à dormir"
"Dialogs_Story4_Sarah_SofaFirst_1_SarahSofaBase_0_Sarah",63085494343,"Salut..."
"Dialogs_Story4_Sarah_SofaFirst_2_MayIJoin_0_Player",63085494344,"Je peux te rejoindre?"
"Dialogs_Story4_Sarah_SofaFirst_2_MayIJoin_1_Sarah",63085494345,"Bien sûr"
"Dialogs_Story4_Sarah_SofaFirst_3_1Smalltalk_0_Player",63085494346,"Alors..."
"Dialogs_Story4_Sarah_SofaFirst_3_1Smalltalk_1_Sarah",63085494347,"Hum?"
"Dialogs_Story4_Sarah_SofaFirst_3_1Smalltalk_2_Player",63085494348,"...Comment s'est passée ta journée?"
"Dialogs_Story4_Sarah_SofaFirst_3_2Massage_0_Player",63085494349,"Hum... Tu veux que je te masse de nouveau les pieds?"
"Dialogs_Story4_Sarah_SofaFirst_3_2Massage_1_Sarah",63085494350,"Je...."
"Dialogs_Story4_Sarah_SofaFirst_3_2Massage_2_Sarah",63085494351,"Je ne pense vraiment pas que cela soit une bonne idée."
"Dialogs_Story4_Sarah_SofaFirst_4_Hm_0_Sarah",63085494352,"Hum?"
"Dialogs_Story4_Sarah_SofaFirst_4_Hm_1_Sarah",63085494353,"C'étatit quoi?"
"Dialogs_Story4_Sarah_SofaFirst_4_Hm_2_Player",63085494354,"""Sérieusement? Elle essaye de réveiller toute la maison?"""
"Dialogs_Story4_Sarah_SofaFirst_4_Hm_3_Player",63085494355,"""Je dois trouver une excuse rapidement...."""
"Dialogs_Story4_Sarah_SofaFirst_4_1Wind_0_Player",63085494356,"Oh"
"Dialogs_Story4_Sarah_SofaFirst_4_1Wind_1_Sarah",63085494357,"Bien essayé"
"Dialogs_Story4_Sarah_SofaFirst_4_1Wind_2_Sarah",63085494358,"C'est Lucy qui t'a demandé de venir?"
"Dialogs_Story4_Sarah_SofaFirst_4_2ItWasMe_0_Player",63085494359,"Ne t'en fais pas.... C'était moi."
"Dialogs_Story4_Sarah_SofaFirst_4_2ItWasMe_1_Player",63085494360,"... en quelque sorte"
"Dialogs_Story4_Sarah_SofaFirst_4_2ItWasMe_2_Sarah",63085494361,".  .  ."
"Dialogs_Story4_Sarah_SofaFirst_4_2ItWasMe_3_Sarah",63085494362,"C'était Lucy."
"Dialogs_Story4_Sarah_SofaFirst_4_2Laundry_0_Player",63085494363,"Je pense que c'est juste le lave-linge... ne t'en fais pas"
"Dialogs_Story4_Sarah_SofaFirst_4_2Laundry_1_Sarah",63085494364,"Ahah"
"Dialogs_Story4_Sarah_SofaFirst_4_2Laundry_2_Sarah",63085494365,"Je suis celle qui s'occupe du linge.... ce n'est certainement pas ça."
"Dialogs_Story4_Sarah_SofaFirst_4_2Laundry_3_Sarah",63085494366,"C'est Lucy"
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_0_Player",63085494367,"Non... Pourquoi tu dis ça?"
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_1_Sarah",63085494368,"Tu n’as pas à la couvrir"
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_2_Sarah",63085494369,"Je sais déjà qu'elle sort la nuit."
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_3_Player",63085494370,"Attend... Tu le savais depuis le début? Et tu es d'accord?"
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_4_Sarah",63085494371,"Bien sûr.... Pourquoi je ne le serai pas?"
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_5_Player",63085494372,"Benjamin ne la laisse pas aller aux fêtes"
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_6_Player",63085494373,"Je pensais que c'était pareil pour toi"
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_7_Sarah",63085494374,"Bien sûr que non...."
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_8_Sarah",63085494375,"C'est une grande fille maintenant"
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_9_Sarah",63085494376,"Elle peut décider par elle-même quand faire la fête"
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_10_Sarah",63085494377,"Assure-toi juste que Benjamin ne le découvre pas"
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_11_Player",63085494378,"J'imagine que ça rend les choses plus simples pour elle"
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_12_Sarah",63089688576,"Dis-lui de faire attention"
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_13_Sarah",63089688577,"Le fait que je sois d'accord pour qu'elle s'amuse..."
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_14_Sarah",63089688578,"... Ne signifie pas que son père le soit."
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_15_Player",63089688579,"Je lui dirai... je suppose..."
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_16_Sarah",63089688580,"Merci"
"Dialogs_Story4_Sarah_SofaFirst_5_Wym_17_Sarah",63089688581,"Revenons au film maintenant "
"Dialogs_Story4_Sarah_SofaFirst_6_SarahIsDistant_0_Sarah",63089688582,"Merci d'avoir passé du temps avec moi"
"Dialogs_Story4_Sarah_SofaFirst_6_SarahIsDistant_1_Sarah",63089688583,"Je vais aller me coucher"
"Dialogs_Story4_Sarah_SofaFirst_6_SarahIsDistant_2_Sarah",63089688584,"Bonne nuit"
"Dialogs_Story4_Sarah_SofaFirst_7_Afterthough_0_Player",63089688585,"""Je vais parler de la conversation de Sarah a Lucy demain... et aussi de la ""récompense.’"""
"Dialogs_Story4_Sarah_SofaFirst_7_Afterthough_1_Player",63089688586,"""Quant à Sarah… les choses semblent bien se passer."
"Dialogs_Story4_Sarah_SofaFirst_7_Afterthough_2_Player",63089688587,"""Je suis sûr que si je lui laisse un peu d'espace et que je l'aide d'avantage"
"Dialogs_Story4_Sarah_SofaFirst_7_Afterthough_3_Player",63089688588,"""Allons nous coucher maintenant"""
"Dialogs_Story4_Sarah_SrMast_1_PlHears_0_Sarah",63089688589,"Mhmm~"
"Dialogs_Story4_Sarah_SrMast_1_PlHears_1_Player",63089688590,"""Qu'est-ce que c'était?"""
