Key,Id,English(en)
"Dialogs_Story4_Lucy_Party_OliviaDialog_1_3_2_1BeautifulName_1_Olivia",63064522806,"Thank you"
"Dialogs_Story4_Lucy_Party_OliviaDialog_1_3_2_1_1Private_0_Player",63064522807,"It’s a little too loud here… wanna talk somewhere more private?"
"Dialogs_Story4_Lucy_Party_OliviaDialog_1_3_2_1_1Private_1_Olivia",63064522808,"Sure... I might know a place"
"Dialogs_Story4_Lucy_Party_OliviaDialog_1_3_2_1_1Private_2_Olivia",63064522809,"Follow me"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_1_AlwaysStart_0_Player",63064522810,"Do you always start house tours with the bathroom?"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_1_AlwaysStart_1_Olivia",63064522811,"Only when I need a good excuse to trap someone in a small room"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_1_AlwaysStart_2_Olivia",63064522812,"You okay with that?"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_1_AlwaysStart_3_Player",63064522813,"..."
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_1_AlwaysStart_4_Olivia",63064522814,"Close your eyes"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_Private_0_Olivia",63064522815,"Here we are"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_Private_1_Olivia",63064522816,"Much quieter here"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_Private_2_Player",63064522817,"Interesting choice of room for a conversation"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_Private_3_Olivia",63064522818,"Well, the vibe's underrated"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_Private_4_Olivia",63064522819,"No crowd, no music"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_Private_5_Olivia",63064522820,"no one is stumbling in mid-sentence..."
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_Private_6_Olivia",63064522821,"just you and me"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_Private_7_Olivia",63064522822,"And a guy who totally blacked out"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_Private_8_Player",63064522823,"Such an intimate atmosphere"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_Private_9_Olivia",63064522824,"I’ve always been good at setting a perfect vibe"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_Private_10_Olivia",63064522825,"Wanna know what I’m also good at?"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_Private_11_Player",63064522826,"Sure..."
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_Private_12_Olivia",63064522827,"Close your eyes"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Bath_ShowAround_0_Olivia",63064522828,"So, here’s the bathroom"
"Dialogs_Story4_Lucy_Party_OliviaDialog_ComeOnBath_0_Olivia",63064522829,"Come on"
"Dialogs_Story4_Lucy_Party_OliviaDialog_ComeOnRoom_0_Olivia",63064522830,"Come on"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Kissing_1_HoldOn_0_Olivia",63064522831,"Hold on"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Kissing_1_HoldOn_1_Olivia",63064522832,"We’re getting a bit too carried away"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Kissing_1_HoldOn_2_Olivia",63064522833,"Everyone’s already waiting"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Kissing_1_HoldOn_3_Olivia",63064522834,"Let's go"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Kissing_1_HoldOn_4_Player",63064522835,"Go where?"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Kissing_1_HoldOn_5_Olivia",63064522836,"You'll like it"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Kissing_1_HoldOn_6_Olivia",63064522837,"What's your name bu the way?"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Kissing_1_HoldOn_7_Player",63064522838,"@{player}..."
"Dialogs_Story4_Lucy_Party_OliviaDialog_Kissing_1_HoldOn_8_Olivia",63064522839,"Nice to meet you, @{player}"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Kissing_1_HoldOn_9_Olivia",63064522840,"Let's go"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Kissing_1_Oh_0_Olivia",63064522841,"Oh?"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_1_HereWeAre_0_Olivia",63064522842,"Here we are"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_1_HereWeAre_1_Olivia",63064522843,"Behind that door is the real fun"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_1_HereWeAre_2_Olivia",63064522844,"C’mon… let’s get inside"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_1_HereWeAre_3_Olivia",63064522845,"By the way..."
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_1_HereWeAre_4_Olivia",63064522846,"What's your name?"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_1_HereWeAre_5_Player",63064522847,"@{player}..."
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_1_HereWeAre_6_Olivia",63068717056,"Nice to meet you, @{player}"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_Bath_1_Finally_0_Lucy",63068717057,"Finally!"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_Bath_1_Finally_1_Lucy",63068717058,"Where were you?"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_Bath_1_Finally_2_Lucy",63068717059,"We were waiting"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_Bath_1_Finally_3_Lucy",63068717060,"And what the hell are you doing here?"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_Bath_1_Finally_4_Olivia",63068717061,"Sorry, guys"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_Bath_1_Finally_5_Olivia",63068717062,"...had business to take care of"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_Bath_1_Finally_6_Olivia",63068717063,"We'll start right away"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_2_WhatAreYouDoingHere_0_Lucy",63068717064,"@{player}?"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_2_WhatAreYouDoingHere_0_Olivia",63068717065,"Oh... Lucy"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_2_WhatAreYouDoingHere_1_Lucy",63068717066,"What the hell are YOU doing here?"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_2_1CameToPlay_0_Player",63068717067,"Came to play the game"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_2_1CameToPlay_1_Player",63068717068,"Was invited by Olivia..."
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_2_1CameToPlay_2_Lucy",63068717069,"You know what game we're playing?"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_2_1_1No_0_Player",63068717070,"No..."
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_2_1_1No_1_Lucy",63068717071,"It's Spin the Bottle, dumbass"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_2_1_2Yes_0_Player",63068717072,"Yes... I do"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_2_1_2Yes_1_Player",63068717073,"It's Spit the Bottle"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_2_1_2Yes_2_Lucy",63068717074,".  .  ."
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_3_YouSeemToKnow_0_Olivia",63068717075,"Seems like this will be fun"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_4_AmITooLate_0_Sophie",63068717076,"Am I too late?"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_4_AmITooLate_1_Sophie",63068717077,"Oh... hi there"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_4_AmITooLate_2_Lucy",63068717078,"For real?"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_4_AmITooLate_3_Lucy",63068717079,"No fucking way am I playing the game!"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_4_AmITooLate_4_Lucy",63068717080,"I'm out of here"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_4_AmITooLate_5_Sophie",63068717081,"What the hell is wrong with you?"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_4_AmITooLate_6_Olivia",63068717082,"Don’t tell me you’re chickening out now"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_4_AmITooLate_7_Lucy",63068717083,"I'm..."
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_4_AmITooLate_8_Lucy",63068717084,"Whatever..."
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_4_AmITooLate_9_Lucy",63068717085,"Let's play"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_4_AmITooLate_10_Olivia",63068717086,"That's my girl"
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_4_AmITooLate_11_Olivia",63068717087,"We're a little too early..."
"Dialogs_Story4_Lucy_Party_OliviaDialog_Room_NoBath_4_AmITooLate_12_Olivia",63068717088,"So let's wait for the others"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_SophieDialog_0_Sophie",63068717089,"Oh hi there"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_SophieDialog_1_Sophie",63068717090,"The sweet boy decided to show up"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_SophieDialog_2_Sophie",63068717091,"Where's your girlfriend?"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1WithFriends_0_Player",63068717092,"Lucy is with her friends somewhere around here"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1WithFriends_1_Sophie",63068717093,"Oh... with her 'friends'?"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1WithFriends_2_Sophie",63068717094,"And she didn’t want to introduce you to them?"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1WithFriends_3_Sophie",63068717095,"Seems like it’s not that serious between you two"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1_1IDC_0_Player",63068717096,"I don't really care, to be honest"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1_1IDC_1_Sophie",63068717097,"A bad boy, huh?"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1_1IDC_2_Sophie",63068717098,"Just like I thought"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1_1IDC_3_Sophie",63068717099,"But you should know..."
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1_1IDC_4_Sophie",63068717100,"You're playing with fire..."
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1_1IDC_5_Sophie",63068717101,"You think you don't care"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1_1IDC_6_Sophie",63068717102,"But she’ll wait for just the right moment…"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1_1IDC_7_Sophie",63068717103,"and sting you"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1_1IDC_8_Sophie",63068717104,"...right where it hurrts the most"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1_1IDC_9_Sophie",63068717105,"But you do you..."
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1_1_1Fine_0_Player",63068717106,"I think I'll be fine... but thanks"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1_1_1Fine_1_Sophie",63068717107,"Sure"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1_2GoFindHer_0_Player",63068717108,"I'll go find her then... bye"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_1_2GoFindHer_1_Sophie",63068717109,"Bye bye"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_2Fri_0_Player",63068717110,"You mean Lucy? She’s not my girlfriend"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_2Fri_1_Sophie",63068717111,"What?"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_2Fri_2_Sophie",63068717112,"Haha"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_2Fri_3_Sophie",63068717113,"Well"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_2Fri_4_Player",63068717114,"Someone’s got a wild imagination"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_2Fri_5_Sophie",63068717115,"Haha"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_2Fri_6_Sophie",63068717116,"I'm telling you..."
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_2Fri_7_Sophie",63068717117,"I’m pretty good at picking up the energy in a room"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_2Fri_8_Sophie",63068717118,"But you can keep denying the obvious..."
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_2Fri_9_Player",63068717119,"I guess yeah... I'll keep doing that"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_2Fri_10_Player",63068717120,"Take care"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3JustFOundHer_0_Player",63068717121,"I don't know... but I think I just might have found my future one"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3JustFOundHer_1_Sophie",63068717122,"Oh wow..."
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3JustFOundHer_2_Sophie",63068717123,"I wonder what Lucy has to say about it"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1ForgetHer_0_Player",63068717124,"Forget about Lucy for now… she’s not important right now"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1ForgetHer_1_Sophie",63068717125,"It's not cool..."
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1ForgetHer_2_Sophie",63068717126,"I might look like it..."
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1ForgetHer_3_Sophie",63068717127,"but I don't ruin relationships..."
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1ForgetHer_4_Sophie",63068717128,"Especially not if it’s Lucy..."
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1_1NotGF_0_Player",63068717129,"Lucy is not my girlfriend"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1_1NotGF_1_Player",63068717130,"She's the daughter of my mom's friend"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1_1NotGF_2_Sophie",63068717131,"No way!"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1_1NotGF_3_Sophie",63068717132,"You're kidding me, right?"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1_1NotGF_4_Player",63068717133,"No..."
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1_1NotGF_5_Sophie",63068717134,"Well... it definitely didn’t look like that at the gym"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1_1NotGF_6_Sophie",63068717135,"But even so… I’m not interested"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1_1NotGF_7_Sophie",63068717136,"You cute though..."
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1_1NotGF_8_Sophie",63068717137,"Don't take it personal"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1_1_1HaveFun_0_Player",63068717138,"Sure... have a nice time at the party then"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1_1_1HaveFun_1_Sophie",63068717139,"Thanks"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1_1_1HaveFun_2_Sophie",63068717140,"You too"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1_2Bye_0_Player",63068717141,"Alright... bye then"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_1_2Bye_1_Sophie",63068717142,"Yeah... you better go"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_2LucyBeFine_0_Player",63068717143,"Lucy will be fine..."
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_2LucyBeFine_1_Sophie",63068717144,"Never thought she’d be ok with polymorphous relationship"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_2LucyBeFine_2_Sophie",63068717145,"And I think she isn't"
"Dialogs_Story4_Lucy_Party_SophieDIalog_1_3_2LucyBeFine_3_Sophie",63068717146,"So you better stop"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_0_Lucy",63068717147,"Don't you want to explain why @{player} is playing with us?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_1_Olivia",63068717148,"Do I have to?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_2_Lucy",63068717149,"Yes..."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_3_Olivia",63068717150,"We were just... 'chatting'"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_4_Olivia",63068717151,"And I just took him with me"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_5_Lucy",63068717152,"What about asking us first?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_6_Olivia",63068717153,"What's wrong with you?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_7_Olivia",63068717154,"You never had a problem with me bringing new people"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_8_Olivia",63072911360,"Do you know each other or something?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_9_Lucy",63072911361,"Yes!"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_10_Lucy",63072911362,"He's my..."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_11_Lucy",63072911363,"..."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_12_Lucy",63072911364,"It doesn't matter"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_13_Sophie",63072911365,"What's wrong, Lucy?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_14_Sophie",63072911366,"We can't kick @{player} now"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_15_Sophie",63072911367,"Wanna back out?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_16_Lucy",63072911368,"Why would I want to back out because of him?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_17_Lucy",63072911369,"We're playing, I'm fine"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_18_Olivia",63072911370,"Cool..."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_18_Sophie",63072911371,"Yay"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_19_Olivia",63072911372,"Glad we’ve worked it out"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_1Bath_20_Olivia",63072911373,"I'll start then"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_2NoBath_0_Olivia",63072911374,"Alright..."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_2NoBath_1_Olivia",63072911375,"Everyone ready?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_1_2NoBath_2_Olivia",63072911376,"I'll start then"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_2_PlSelected_0_Olivia",63072911377,"What a luck"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_2_PlSelected_0_Lucy",63072911378,".  .  ."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_2_PlSelected_1_Olivia",63072911379,"Come here"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_3_NowYouPl_0_Olivia",63072911380,"Your turn now, @{player}"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_3_1PlSpins_0_Player",63072911381,"Here we go"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_4_AfterPlSpin_0_Olivia",63072911382,"Oops"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_4_AfterPlSpin_1_Olivia",63072911383,"Looks like you picked yourself!"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_4_AfterPlSpin_2_Olivia",63072911384,"You get to skip this round"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_4_AfterPlSpin_3_Olivia",63072911385,"C'mon Soph..."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_4_AfterPlSpin_4_Olivia",63072911386,"Your turn"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_4_1Sure_0_Sophie",63072911387,"Sure"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_5_SophOlivia_0_Lucy",63072911388,"Nice catch, Soph"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_5_SophOlivia_1_Sophie",63072911389,"Yeah, right?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_5_SophOlivia_2_Sophie",63072911390,"Finally got the chance to kiss that hottie"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_5_SophOlivia_3_Olivia",63072911391,"Let's do it then"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_6_SophPause_0_Sophie",63072911392,".  .  ."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_7_ThatsIt_0_Sophie",63072911393,"That's it?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_7_ThatsIt_1_Olivia",63072911394,"You want more?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_7_ThatsIt_2_Sophie",63072911395,"I definitely expected... more"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_7_ThatsIt_3_Olivia",63072911396,"Maybe you’ll get something special… after the game"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_7_ThatsIt_4_Sophie",63072911397,"Ok..."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_7_ThatsIt_5_Olivia",63072911398,"Alright... let's keep going"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_8_LuceTurn_0_Sophie",63072911399,"Your turn Lucy"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_8_LuceTurn_1_Lucy",63072911400,"Yes, I know..."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_8_LuceTurn_2_Lucy",63072911401,".  .  ."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_9_AfterLucySpin_0_Player",63072911402,"""No way..."""
"Dialogs_Story4_Lucy_Party_SpinTheBottle_9_AfterLucySpin_1_Lucy",63072911403,".  .  ."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_9_AfterLucySpin_2_Lucy",63072911404,"Ok... let's do this"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_9_AfterLucySpin_3_Player",63072911405,"You know, Lucy… you don’t have to if you don’t want to. It’s just a game"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_9_AfterLucySpin_4_Lucy",63072911406,"Shut up..."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_9_1DidTakePhoto_0_Lucy",63072911407,"Did you just take a picture?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_9_1DidTakePhoto_1_Sophie",63072911408,"Yes"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_9_1DidTakePhoto_2_Lucy",63072911409,"Why the fuck would you take a picture right now?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_9_1DidTakePhoto_3_Sophie",63072911410,"I deleted it right away..."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_9_1DidTakePhoto_4_Sophie",63072911411,"Don't worry"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_10_MyTurn_0_Olivia",63072911412,"Niceeee"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_10_MyTurn_1_Olivia",63072911413,"My turn again"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_11_YouAlright_0_Lucy",63072911414,"You alright?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_12_Hm_0_Olivia",63072911415,"Hm?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_12_Hm_0_Lucy",63072911416,"Wtf?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_13_MaxDialog_0_Max",63072911417,"What the hell are you doing here?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_13_MaxDialog_1_Max",63072911418,"Not even a week and you're already with a new guy?"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_13_MaxDialog_2_Lucy",63072911419,"Fuck off, Max"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_13_MaxDialog_3_Lucy",63072911420,"It’s none of your business what I’m doing here"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_13_MaxDialog_4_Max",63072911421,"Come on—we need to talk. <shake>Now!"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_13_MaxDialog_5_Lucy",63072911422,"<shake>Let go off me!"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_13_MaxDialog_6_Player",63072911423,"""What the hell is going on..."""
"Dialogs_Story4_Lucy_Party_SpinTheBottle_LucyKiss_1_CantBelieve_0_Player",63072911424,"""I can’t believe we’re actually doing this…"""
"Dialogs_Story4_Lucy_Party_SpinTheBottle_LucyKiss_2_Moan_0_Lucy",63072911425,"Mhm~~"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_LucyKiss_2_Moan_1_Player",63072911426,"""Did she just moan?"""
"Dialogs_Story4_Lucy_Party_SpinTheBottle_LucyKiss_3_AfterKiss_0_Lucy",63072911427,".  .  ."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_LucyKiss_SophKnows_0_Sophie",63072911428,".  .  ."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_LucyKiss_SophNotKnow_0_Sophie",63072911429,".  .  ."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_OliviaKiss_1_LucyBlush_0_Lucy",63072911430,".  .  ."
"Dialogs_Story4_Lucy_Party_SpinTheBottle_OliviaKiss_2_OkThatsEnough_0_Lucy",63072911431,"Ok, guys"
"Dialogs_Story4_Lucy_Party_SpinTheBottle_OliviaKiss_2_OkThatsEnough_1_Lucy",63072911432,"That's enough"
"Dialogs_Story4_Lucy_PlRoom_1_LucyComesIn_0_Lucy",63072911433,"Hey, @{player}"
"Dialogs_Story4_Lucy_PlRoom_1_LucyComesIn_1_Lucy",63072911434,"Are you sleeping?"
"Dialogs_Story4_Lucy_PlRoom_1_LucyComesIn_2_Player",63072911435,"I was trying to, but no..."
"Dialogs_Story4_Lucy_PlRoom_1_LucyComesIn_3_Lucy",63072911436,"I couldn't sleep..."
"Dialogs_Story4_Lucy_PlRoom_1_LucyComesIn_4_Lucy",63072911437,"Thought maybe we'll talk"
"Dialogs_Story4_Lucy_PlRoom_1_LucyComesIn_5_Player",63072911438,"Sure..."
"Dialogs_Story4_Lucy_PlRoom_1_LucyComesIn_6_Player",63072911439,"""She never did this before... why would she want to talk to me at night?"""
"Dialogs_Story4_Lucy_PlRoom_2_LucySit_0_Lucy",63072911440,"Max has been texting me lately"
"Dialogs_Story4_Lucy_PlRoom_2_LucySit_1_Player",63072911441,"""Wait, what? Lucy starting a soul-to-soul talk? No way this is real!"""
"Dialogs_Story4_Lucy_PlRoom_2_LucySit_2_Player",63072911442,"Let me get down to you"
"Dialogs_Story4_Lucy_PlRoom_3_PlDown_0_Player",63072911443,"What did he text you?"
"Dialogs_Story4_Lucy_PlRoom_3_PlDown_1_Lucy",63072911444,"He's been apologizing to me about what happened..."
"Dialogs_Story4_Lucy_PlRoom_3_PlDown_2_Lucy",63072911445,"He said that he’ll make everything right again"
"Dialogs_Story4_Lucy_PlRoom_3_PlDown_3_Lucy",63072911446,"Said he'll change and things like that"
"Dialogs_Story4_Lucy_PlRoom_3_PlDown_4_Player",63072911447,"And what did you answer him?"
"Dialogs_Story4_Lucy_PlRoom_3_PlDown_5_Lucy",63072911448,"Nothing..."
